Aas	[aːs]		死肉；腐肉〈n.〉
Joint	[jɔɪnt]		大麻烟卷；接缝；接头〈n.m.〉
Jojo	[jɔjɔ]		溜溜球〈n.〉
Joker	[joːkɐ]		诙谐者；家伙；巧计；曲笔〈n.m.〉
Journal	[jɔʊʁnaːl]		每日的；日常地；日报〈n.〉
Journalismus	[jɔʊʁnalɪsmʊs]		新闻业；报章杂志；报刊〈n.m.〉
Jubel	[juːbəl]		欢呼〈n.m.〉
Jubiläum	[juːbɪlɔʏm]		五十周年纪念；庆祝；二十五周年纪念〈n.〉
Jucken	[jʊkən]		瘙痒\\发痒〈n.〉
Judas	[juːdas]		加略人犹大〈n.〉
Jude	[juːdə]		犹太人；守财奴〈n.m.〉
Jugend	[juːɡənt]		青年〈n.f.〉
Jugendliche	[juːɡəndlɪçə]		十三岁到十九岁的少年〈n.〉
Jugendlichen	[juːɡəndlɪçən]		稚气〈n.〉
Jugendlicher	[juːɡəndlɪçɐ]		青少年；少年〈n.m.〉
Juli	[juːlɪ]		七月〈n.m.〉
Junge	[jʊŋə]		男孩〈n.m.〉
Jungfer	[jʊnɡfɐ]		未婚女人；老处女〈n.f.〉
Jungfrau	[jʊnɡfʁaʊ]		处女〈n.f.〉
Jungfräulichkeit	[jʊnɡfʁɔʏlɪçkaɪt]		少女的特性；合乎少女身份的举动〈n.f.〉
Junggeselle	[jʊnɡəzələ]		单身汉；学士〈n.m.〉
Juni	[juːnɪ]		六月〈n.m.〉
Jupiter	[juːpɪtɐ]		朱庇物；木星〈n.m.〉
Jury	[juːʁʏ]		陪审团〈n.f.〉
Justizministerium	[jʊstɪt͡smɪnɪstəʁɪuːm]		部；内阁；服务〈n.〉
Juwel	[jʊvəl]		珠宝；贵重物〈n.〉
Juwelier	[jʊvəliːɐ]		宝石商；宝石匠；珠宝商〈n.m.〉
Jäger	[jɛːɡɐ]		猎人〈n.m.〉
Kabel	[kaːbəl]		电缆〈n.〉
Kabine	[kaːbɪnə]		小舱〈n.f.〉
Kabinett	[kaːbɪnət]		橱柜；内阁；内阁的；细木工做的；机柜〈n.〉
Kaff	[kaf]		倾销商品；转出〈n.〉
Kaffee	[kafeː]		咖啡〈n.m.〉
Kahn	[kaːn]		光；光亮；灯〈n.m.〉
Kairo	[kaɪʁɔ]		开罗〈n.〉
Kaiser	[kaɪzɐ]		皇帝〈n.m.〉
Kaiserin	[kaɪzəʁiːn]		皇后；女皇〈n.f.〉
Kakao	[kaːkaɔ]		可可粉；可可茶；可可色；可可〈n.m.〉
Kalb	[kalp]		小牛；小牛皮；腓肠〈n.〉
Kalender	[kaːləndɐ]		日历〈n.m.〉
Kaliber	[kaːlɪbɐ]		口径；才干；水准〈n.〉
Kamera	[kaːməʁa]		相机〈n.f.〉
Kamerad	[kaːməʁaːt]		同伴〈n.m.〉
Kameramann	[kaːməʁaman]		照相师；摄影师〈n.m.〉
Kamin	[kaːmiːn]		壁炉〈n.m.〉
Kammer	[kamɐ]		房间〈n.f.〉
Kampagne	[kampaɡnə]		运动〈n.f.〉
Kampf	[kampf]		战斗〈n.m.〉
Kanada	[kaːnada]		加拿大〈n.〉
Kanadier	[kaːnadiːɐ]		加拿大人〈n.m.〉
Kanal	[kaːnaːl]		频道；运河〈n.m.〉
Kanalisation	[kaːnalɪzat͡sjoːn]		排水设备；污水〈n.f.〉
Kandidat	[kandɪdaːt]		候选人；投考者；候选；候补者〈n.m.〉
Kaninchen	[kaːnɪnçən]		兔子〈n.〉
Kanister	[kaːnɪstɐ]		装罐；罐头；容器；能；可以；作废字符〈n.m.〉
Kanne	[kanə]		盆；罐；壶〈n.f.〉
Kanone	[kaːnɔnə]		大炮〈n.f.〉
Kantine	[kantɪnə]		全体人员；工作班子；棍棒〈n.f.〉
Kanu	[kaːnʊ]		独木舟〈n.〉
Kanzlei	[kant͡slaɪ]		律师事务所〈n.f.〉
Kanzler	[kant͡slɐ]		记录者；登记者；登记官员；登记员〈n.m.〉
Kapelle	[kaːpələ]		小教堂；礼拜式〈n.f.〉
Kapier	[kaːpiːɐ]		不；拒绝；否决票；没有〈n.〉
Kapital	[kaːpɪtaːl]		资本；资金；资产〈n.〉
Kapitalismus	[kaːpɪtalɪsmʊs]		资本主义〈n.m.〉
Kapitel	[kaːpɪtəl]		章节〈n.〉
Kapitulation	[kaːpɪtʊlat͡sjoːn]		投降；投降书；条约〈n.f.〉
Kapitän	[kaːpɪtɛːn]		船长〈n.m.〉
Kappe	[kapə]		帽子；盖子〈n.f.〉
Kappen	[kapən]		护盖；帽子 / 截短；切除〈n.〉
Kapsel	[kapzəl]		胶囊；蒴果；瓶帽〈n.f.〉
Kapuze	[kaːpʊt͡sə]		蒙头斗篷；通风帽；风扇罩〈n.f.〉
Kar	[kaːɐ]		圆形场地；圆环；环形排列〈n.〉
Kardinal	[kaʁdɪnaːl]		红衣主教〈n.m.〉
Karibik	[kaːʁɪbiːk]		加勒比海；加勒比地区〈n.f.〉
Karma	[kaʁma]		因果报应；命运〈n.〉
Karo	[kaːʁɔ]		检查；支票；阻止物〈n.〉
Karre	[kaʁə]		破车（口语）〈n.f.〉
Karren	[kaʁən]		手推车〈n.m.〉
Karriere	[kaʁiːʁə]		事业〈n.f.〉
Karte	[kaʁtə]		卡片；地图〈n.f.〉
Kartell	[kaʁtəl]		卡特尔；企业联合；俘虏交换条约〈n.〉
Kartenspiel	[kaʁtənspiːl]		玩扑克牌〈n.〉
Kartoffel	[kaʁtɔfəl]		土豆〈n.f.〉
Karton	[kaʁtoːn]		薄纸板；咭纸；特等纸板；卡纸板〈n.m.〉
Karussell	[kaːʁʊsəl]		旋转木马〈n.〉
Kaserne	[kaːzəʁnə]		兵营；营房；简陋的房子〈n.f.〉
Kasino	[kaːzɪnɔ]		赌场；军官俱乐部〈n.〉
Kasper	[kaspɐ]		打洞器；钻孔机；冲压机〈n.m.〉
Kasse	[kasə]		收银台〈n.f.〉
Kasten	[kastən]		箱子〈n.m.〉
Katalog	[kaːtaloːk]		目录〈n.m.〉
Katastrophe	[kaːtastʁɔfə]		灾难〈n.f.〉
Kategorie	[kaːtəɡɔʁiː]		种类；类项；分类〈n.f.〉
Kater	[kaːtɐ]		公猫；宿醉〈n.m.〉
Katharina	[kataʁɪna]		侧翻筋斗；轮转烟火〈n.〉
Katze	[kat͡sə]		猫〈n.f.〉
Kaufhaus	[kaʊfhaʊs]		百货商店〈n.〉
Kaufmann	[kaʊfman]		商人〈n.m.〉
Kaugummi	[kaʊɡʊmɪ]		口香糖〈n.〉
Kaution	[kaʊt͡sjoːn]		保释金〈n.f.〉
Kavallerie	[kaːfaləʁiː]		骑兵〈n.f.〉
Kaviar	[kaːfɪaːɐ]		鱼子酱〈n.m.〉
Kehle	[keːlə]		喉咙〈n.f.〉
Keks	[kɛks]		饼干〈n.m.〉
Kelch	[kɛlç]		花萼；盏；萼〈n.m.〉
Keller	[kɛlɐ]		地下室〈n.m.〉
Kellner	[kɛlnɐ]		服务员〈n.m.〉
Kellnerin	[kɛlnəʁiːn]		女服务员〈n.f.〉
Kenntnis	[kɛntnɪs]		知情〈n.f.〉
Kennzeichen	[kɛnt͡saɪçən]		车牌〈n.〉
Kentucky	[kɛntʊkʏ]		肯塔基州〈n.〉
Kerl	[kɛʁl]		家伙〈n.m.〉
Kern	[kɐn]		核心〈n.m.〉
Kerze	[kɛʁt͡sə]		蜡烛〈n.f.〉
Kessel	[kɛsəl]		茶壶；罐；釜体釜；锅〈n.m.〉
Ketchup	[kɛtçuːp]		蕃茄酱〈n.〉
Kette	[kɛtə]		链条〈n.f.〉
Ketzer	[kɛt͡sɐ]		异教徒；异端者〈n.m.〉
Kilo	[kiːlɔ]		千克〈n.〉
Kilometer	[kiːlɔmətɐ]		公里〈n.m.〉
Kind	[kɪnt]		孩子〈n.〉
Kindergarten	[kɪndəʁɡaʁtən]		幼儿园〈n.m.〉
Kindermädchen	[kɪndəʁmɛdçən]		保姆；母山羊〈n.〉
Kinderspiel	[kɪndəʁspiːl]		轻而易举的事〈n.〉
Kinderwagen	[kɪndəʁvaɡən]		婴儿车；平底船；手推车〈n.m.〉
Kindheit	[kɪndhaɪt]		童年〈n.f.〉
Kinn	[kɪn]		下巴；颏〈n.〉
Kino	[kiːnɔ]		电影院〈n.〉
Kippen	[kɪpən]		交换；变换；代替；整流〈n.〉
Kirche	[kɪʁçə]		教堂〈n.f.〉
Kissen	[kɪsən]		靠垫〈n.〉
Kiste	[kɪstə]		箱子〈n.f.〉
Kitt	[kɪt]		水泥〈n.m.〉
Kittel	[kɪtəl]		束腰外衣；膜；被膜〈n.m.〉
Klage	[klaːɡə]		起诉；抱怨〈n.f.〉
Klamotten	[klaːmɔtən]		衣服（口语）〈n.〉
Klappe	[klapə]		嘴（口语）；盖子〈n.f.〉
Klarheit	[klaʁhaɪt]		清楚；明晰；透明度；透明性〈n.f.〉
Klartext	[klaʁtəkst]		明码电文；明语；纯文本〈n.m.〉
Klasse	[klasə]		班级；很棒〈n.f.〉
Klassentreffen	[klasəntʁəfən]		班级；阶级；种类〈n.〉
Klassenzimmer	[klasənt͡sɪmɐ]		教室〈n.〉
Klassiker	[klasɪkɐ]		古典学者；古典主义者〈n.m.〉
Klatsch	[klat͡ʃ]		闲聊；随笔；流言〈n.m.〉
Klatschen	[klat͡ʃən]		拍手；拍手声；霹雳声〈n.〉
Klaue	[klaʊə]		蹄；脚；以蹄踢；行走〈n.f.〉
Klavier	[klaːfiːɐ]		钢琴〈n.〉
Klebeband	[kleːbəbant]		胶带〈n.〉
Kleid	[klaɪt]		连衣裙；衣服〈n.〉
Kleider	[klaɪdɐ]		衣服（复数）〈n.〉
Kleiderschrank	[klaɪdəʁʃʁank]		衣橱；衣室；全部衣服〈n.m.〉
Kleidung	[klaɪdʊnk]		衣服〈n.f.〉
Kleingeld	[klaɪnɡəlt]		零钱；无聊话；找头〈n.〉
Kleinigkeit	[klaɪnɪɡkaɪt]		小事〈n.f.〉
Kleinigkeiten	[klaɪnɪɡkaɪtən]		零星东西〈n.〉
Kleinstadt	[klaɪnstadt]		集镇；小镇〈n.f.〉
Klemme	[klɛmə]		困境〈n.f.〉
Klick	[klɪk]		咔哒声〈n.m.〉
Klicken	[klɪkən]		快速的轻打；轻打声；弹开；轻弹〈n.〉
Klient	[kliːnt]		委托人〈n.m.〉
Klima	[kliːma]		气候；社会趋势；气候区〈n.〉
Klinge	[klɪnɡə]		刀刃〈n.f.〉
Klingel	[klɪnɡəl]		套环；投环；按铃者〈n.f.〉
Klinik	[kliːniːk]		诊所〈n.f.〉
Klippe	[klɪpə]		悬崖；峭壁；暗礁〈n.f.〉
Klirren	[klɪʁən]		砰；报时的最后一声〈n.〉
Klischee	[klɪʃeː]		陈腔滥调〈n.〉
Klo	[klɔ]		厕所（口语）〈n.〉
Klon	[kloːn]		无性系；代用件〈n.m.〉
Kloster	[klɔstɐ]		修道院〈n.〉
Klotz	[klɔt͡s]		砖块；用砖砌〈n.m.〉
Klugscheißer	[klʊɡʃaɪsɐ]		自作聪明的人；万事通〈n.m.〉
Klumpen	[klʊmpən]		块；瘤；很多〈n.m.〉
Knacker	[knakɐ]		脆皮小香肠；老朽〈n.m.〉
Knall	[knal]		砰声〈n.m.〉
Knaller	[knalɐ]		少量；马嚼子〈n.m.〉
Knappe	[knapə]		乡绅；大地主〈n.m.〉
Knast	[knast]		监狱（口语）〈n.m.〉
Knecht	[knɛçt]		农场〈n.m.〉
Kneifen	[knaɪfən]		拧；扭；焦急〈n.〉
Kneipe	[knaɪpə]		非法经营的酒吧〈n.f.〉
Knie	[kniː]		膝盖〈n.〉
Knistern	[knɪstɐn]		劈啪响〈n.〉
Knoblauch	[knɔblaʊx]		大蒜〈n.m.〉
Knochen	[knɔxən]		骨头〈n.m.〉
Knopf	[knɔpf]		纽扣；按钮〈n.m.〉
Knoten	[knoːtən]		结〈n.m.〉
Knöchel	[knœçəl]		脚踝〈n.m.〉
Knüppel	[knʏpəl]		狭板；梯级；棍棒〈n.m.〉
Kobold	[koːbɔlt]		妖怪；可怕的人；标准〈n.m.〉
Koch	[koːx]		厨师〈n.m.〉
Kodex	[koːdəks]		手抄本；法典；药典；编译码器〈n.m.〉
Koffein	[kɔfaɪn]		咖啡因；咖啡碱〈n.〉
Koffer	[kɔfɐ]		箱子〈n.m.〉
Kofferraum	[kɔfəʁaʊm]		后备箱〈n.m.〉
Kohl	[koːl]		洋白菜；卷心菜〈n.m.〉
Kohle	[koːlə]		煤；钱（口语）〈n.f.〉
Kokain	[koːkaɪn]		可卡因〈n.〉
Kokosnuss	[koːkɔsnʊs]		椰子〈n.f.〉
Kollege	[kɔləɡə]		同事〈n.m.〉
Kollegin	[kɔləɡiːn]		女同事〈n.f.〉
Kollektion	[kɔləkt͡sjoːn]		收集；采集；收藏品〈n.f.〉
Kollektiv	[kɔləktiːf]		集体；集体组织〈n.〉
Kolonie	[koːlɔniː]		殖民地；移民队；菌落；菌丛〈n.f.〉
Kolonne	[koːlɔnə]		专栏；圆柱；纵队〈n.f.〉
Kolumbien	[koːlʊmbiːn]		哥伦比亚〈n.〉
Koma	[koːma]		昏迷；麻木；彗发；彗差〈n.〉
Kombination	[kɔmbɪnat͡sjoːn]		组合〈n.f.〉
Komet	[koːmət]		彗星〈n.m.〉
Komfort	[kɔmfɔʁt]		安慰；舒适；使人舒服的事物〈n.m.〉
Komiker	[koːmɪkɐ]		连环漫画；喜剧演员〈n.m.〉
Komitee	[koːmɪteː]		委员会〈n.〉
Komma	[kɔma]		逗点；逗号〈n.〉
Kommandant	[kɔmandant]		指挥官〈n.m.〉
Kommando	[kɔmandɔ]		指挥；口令〈n.〉
Kommandozentrale	[kɔmandɔt͡səntʁalə]		突击队；突击队员；布尔人部队〈n.f.〉
Kommentar	[kɔməntaːɐ]		评论〈n.m.〉
Kommissar	[kɔmɪsaːɐ]		警长〈n.m.〉
Kommission	[kɔmɪsɪoːn]		委任状；任官令；所委职责〈n.f.〉
Kommode	[kɔmɔdə]		五屉橱；衣柜〈n.f.〉
Kommunikation	[kɔmʊnɪkat͡sjoːn]		交流〈n.f.〉
Kommunismus	[kɔmʊnɪsmʊs]		共产主义〈n.m.〉
Kompanie	[kɔmpaniː]		公司；友伴；交往〈n.f.〉
Kompass	[kɔmpas]		指南针；范围；音域；包围〈n.m.〉
Komplex	[kɔmpləks]		综合体；情结〈n.m.〉
Kompliment	[kɔmplɪmənt]		称赞〈n.〉
Komplize	[kɔmplɪt͡sə]		共犯；同谋；协同菌〈n.m.〉
Komplott	[kɔmplɔt]		阴谋；捏造；不正〈n.〉
Kompromiss	[kɔmpʁɔmɪs]		妥协；折中；折中方案〈n.m.〉
Komödie	[koːmœdiː]		喜剧；有趣的事情〈n.f.〉
Kondom	[kɔndoːm]		避孕套；阴茎套〈n.〉
Konferenz	[kɔnfəʁənt͡s]		会议〈n.f.〉
Konflikt	[kɔnflɪkt]		战斗；冲突；矛盾〈n.m.〉
Konfrontation	[kɔnfʁɔntat͡sjoːn]		对抗；对质；面对〈n.f.〉
Kongress	[kɔnɡʁəs]		代表大会〈n.m.〉
Konkurrenz	[kɔnkʊʁənt͡s]		竞争〈n.f.〉
Konrad	[kɔnʁaːt]		康拉德〈男子名〉〈n.〉
Konsequenz	[kɔnzəkvənt͡s]		后果〈n.f.〉
Konsequenzen	[kɔnzəkvənt͡sən]		适当的；拨出；占用〈n.〉
Konsul	[kɔnzuːl]		领事；执政官〈n.m.〉
Konsulat	[kɔnzʊlaːt]		领事；领事任期；领事馆〈n.〉
Kontakt	[kɔntakt]		联系〈n.m.〉
Kontinent	[kɔntɪnənt]		大陆；大洲〈n.m.〉
Konto	[kɔntɔ]		账户〈n.〉
Kontrolle	[kɔntʁɔlə]		控制〈n.f.〉
Kontrollraum	[kɔntʁɔlʁaʊm]		控制；管理；克制〈n.m.〉
Konversation	[kɔnfəʁzat͡sjoːn]		会话；说话；交谈〈n.f.〉
Konzentration	[kɔnt͡səntʁat͡sjoːn]		集中；专心；浓度；浓缩〈n.f.〉
Konzept	[kɔnt͡səpt]		观念；概念〈n.〉
Konzert	[kɔnt͡səʁt]		音乐会〈n.〉
Kopenhagen	[koːpənhaɡən]		哥本哈根〈n.〉
Kopf	[kɔpf]		头〈n.m.〉
Kopfgeldjäger	[kɔpfɡəldjɛɡɐ]		为领赏而追捕逃犯者〈n.m.〉
Kopfkissen	[kɔpfkɪsən]		枕头；靠垫〈n.〉
Kopfschmerzen	[kɔpfʃməʁt͡sən]		头痛〈n.〉
Kopie	[koːpiː]		复制品〈n.f.〉
Kopieren	[koːpiːʁən]		复印；复制；拷贝〈n.〉
Koran	[koːʁaːn]		<<可兰经>>〈n.m.〉
Korb	[kɔʁp]		篮子〈n.m.〉
Koreaner	[koːʁɛanɐ]		韩国人；朝鲜人〈n.m.〉
Korn	[kɔʁn]		谷粒；颗粒；谷类〈n.〉
Korrektur	[kɔʁəktuːɐ]		修改〈n.f.〉
Korruption	[kɔʁʊpt͡sjoːn]		劣等品；卑鄙的人；肮脏〈n.f.〉
Kosmos	[kɔsmɔs]		宇宙；秩序；和谐〈n.m.〉
Kostprobe	[kɔstpʁɔbə]		样品；范例；样本；抽样〈n.f.〉
Kostüm	[kɔstyːm]		服装〈n.〉
Kotze	[kɔt͡sə]		吐出；呕吐物〈n.f.〉
Krabben	[kʁabən]		螃蟹；小虾〈n.〉
Krach	[kʁaːx]		争吵；巨响〈n.m.〉
Kraft	[kʁaft]		力量〈n.f.〉
Kraftfeld	[kʁaftfəlt]		领域；田地；场地〈n.〉
Kraftwerk	[kʁaftvəʁk]		发电厂；动力车间〈n.〉
Kragen	[kʁaːɡən]		衣领；颈圈；控制；扭住衣领〈n.m.〉
Kram	[kʁaːm]		杂物（口语）〈n.m.〉
Kran	[kʁaːn]		鹤〈n.m.〉
Kranke	[kʁankə]		病员；患者〈n.〉
Krankenhaus	[kʁankənhaʊs]		医院〈n.〉
Krankenschwester	[kʁankənʃvəstɐ]		护士〈n.f.〉
Krankenstation	[kʁankənstat͡sjoːn]		病房〈n.f.〉
Krankenversicherung	[kʁankənfəʁzɪçəʁʊnk]		健康；卫生；蓬勃〈n.f.〉
Krankenwagen	[kʁankənvaɡən]		救护车〈n.m.〉
Krankheit	[kʁankhaɪt]		疾病〈n.f.〉
Kranz	[kʁant͡s]		环；环形物；体环；环形缝〈n.m.〉
Krater	[kʁaːtɐ]		火山口；环行山；弹坑；焊口〈n.m.〉
Kratzen	[kʁat͡sən]		刮；擦；挖〈n.〉
Kratzer	[kʁat͡sɐ]		划痕〈n.m.〉
Kraut	[kʁaʊt]		树叶；花瓣〈n.〉
Krawatte	[kʁavatə]		领带〈n.f.〉
Kreativität	[kʁɛatɪfɪtɛːt]		创造力；创造性〈n.f.〉
Kreatur	[kʁɛatuːɐ]		生物〈n.f.〉
Krebs	[kʁɛbs]		癌症〈n.m.〉
Kredit	[kʁeːdiːt]		贷款〈n.m.〉
Kreditkarte	[kʁeːdɪtkaʁtə]		信用卡〈n.f.〉
Kreide	[kʁaɪdə]		粉笔；记录〈n.f.〉
Kreis	[kʁaɪs]		圆圈〈n.m.〉
Kreischen	[kʁaɪʃən]		尖声喊叫；尖叫声〈n.〉
Kreislauf	[kʁaɪslaʊf]		环；圈；弯曲部分〈n.m.〉
Kreuz	[kʁɔʏt͡s]		十字〈n.〉
Kreuzung	[kʁɔʏt͡sʊnk]		四向停车〈n.〉
Kreuzworträtsel	[kʁɔʏt͡svɔʁtʁɛtzəl]		纵横填字游戏〈n.〉
Kreuzzug	[kʁɔʏt͡st͡suːk]		改革运动；加入十字军〈n.m.〉
Kriechen	[kʁiːçən]		面；表面；水面〈n.〉
Krieg	[kʁiːk]		战争〈n.m.〉
Krieger	[kʁiːɡɐ]		战士〈n.m.〉
Kriegsführung	[kʁiːɡsfyːʁʊnk]		战争；战斗；交战〈n.f.〉
Kriegsgericht	[kʁiːɡsɡəʁɪçt]		法院；庭院〈n.〉
Kriminalität	[kʁiːmɪnalɪtɛːt]		犯罪；罪行；罪恶〈n.f.〉
Kriminalpolizei	[kʁiːmɪnalpɔlɪt͡saɪ]		罪犯；犯人〈n.f.〉
Kriminelle	[kʁiːmɪnələ]		罪犯〈n.〉
Krimineller	[kʁiːmɪnəlɐ]		盗用公款者〈n.m.〉
Krise	[kʁiːzə]		危机〈n.f.〉
Krishna	[kʁɪshna]		克利须那神〈n.m.〉
Kristall	[kʁɪstal]		水晶；结晶体〈n.m.〉
Kritik	[kʁiːtiːk]		批评；评论；非难；批判〈n.f.〉
Kritiker	[kʁiːtɪkɐ]		批评家；鉴定家〈n.m.〉
Krokodil	[kʁoːkɔdiːl]		鳄鱼〈n.〉
Krone	[kʁoːnə]		王冠〈n.f.〉
Krug	[kʁuːk]		广口瓶；震动〈n.m.〉
Krypton	[kʁʏptoːn]		氪〈n.〉
Krähe	[kʁɛːə]		啼叫；乌鸦；鸡鸣〈n.f.〉
Krämpfe	[kʁɛmpfə]		痉挛；腹部绞痛〈n.〉
Krönung	[kʁøːnʊnk]		加冕礼〈n.f.〉
Kröten	[kʁøːtən]		蟾蜍；癞蛤蟆〈n.〉
Krümel	[kʁyːməl]		面包屑；碎屑〈n.m.〉
Krüppel	[kʁʏpəl]		跛者；残废；使跛；使成残废〈n.m.〉
Kuba	[kuːba]		古巴〈n.〉
Kuchen	[kuːxən]		蛋糕〈n.m.〉
Kuckuck	[kʊkʊk]		杜鹃鸟；布谷鸟〈n.m.〉
Kugel	[kuːɡəl]		球；子弹〈n.f.〉
Kuh	[kuː]		奶牛〈n.f.〉
Kulissen	[kuːlɪsən]		变化；移动；轮班〈n.〉
Kult	[kʊlt]		膜拜；礼拜式；祭仪〈n.m.〉
Kultur	[kʊltuːɐ]		文化〈n.f.〉
Kummer	[kʊmɐ]		忧愁〈n.m.〉
Kumpel	[kʊmpəl]		伙伴（口语）〈n.m.〉
Kunde	[kʊndə]		顾客〈n.m.〉
Kundschaft	[kʊndʃaft]		诉讼委托人；客户；委托人；受保护者〈n.f.〉
Kunst	[kʊnst]		艺术〈n.f.〉
Kupfer	[kʊpfɐ]		铜；警察〈n.〉
Kuppel	[kʊpəl]		天体观测窗；天文航行舱〈n.f.〉
Kupplung	[kʊplʊnk]		联结；结合；耦合〈n.f.〉
Kur	[kuːɐ]		治疗；治愈〈n.f.〉
Kurier	[kuːʁiːɐ]		送快信的人；伴游服务员；信使；送急件者〈n.m.〉
Kurs	[kʊʁs]		课程〈n.m.〉
Kurve	[kʊʁfə]		变弯曲；使屈服；弯曲〈n.f.〉
Kurzschluss	[kʊʁt͡sʃlʊs]		使短路；缩短〈n.m.〉
Kuss	[kʊs]		吻〈n.m.〉
Kutsche	[kʊt͡ʃə]		马车〈n.f.〉
Käfer	[kɛːfɐ]		甲虫〈n.m.〉
Käfig	[kɛːfɪç]		笼子〈n.m.〉
Kälte	[kɛltə]		寒冷〈n.f.〉
Kämpfer	[kɛmpfɐ]		斗士〈n.m.〉
Käse	[kɛːzə]		奶酪〈n.m.〉
Kästchen	[kɛstçən]		小盒子；小箱；小方格〈n.〉
Kätzchen	[kɛt͡sçən]		小猫〈n.〉
Käufer	[kɔʏfɐ]		买主〈n.m.〉
Köchin	[kœçiːn]		家常小甜饼；饼干；普通小饼〈n.f.〉
Köder	[køːdɐ]		鱼饵〈n.m.〉
König	[køːnɪç]		国王〈n.m.〉
Königin	[køːnɪɡiːn]		女王〈n.f.〉
Königreich	[køːnɪɡʁaɪç]		王国〈n.〉
Köpfen	[kœpfən]		标题；起始字；方向；上标题〈n.〉
Körper	[kœʁpɐ]		身体〈n.m.〉
Körperverletzung	[kœʁpəʁfəʁlət͡sʊnk]		人身伤害〈n.f.〉
Köter	[køːtɐ]		恶狗；杂狗〈n.m.〉
Küche	[kʏçə]		厨房〈n.f.〉
Kühlen	[kyːlən]		冷却；冷藏；冷冻；致冷〈n.〉
Kühler	[kyːlɐ]		冷却器〈n.m.〉
Kühlschrank	[kyːlʃʁank]		冰箱〈n.m.〉
Kündigung	[kʏndɪɡʊnk]		注意；布告；通知〈n.f.〉
Künstler	[kʏnstlɐ]		艺术家〈n.m.〉
Küsschen	[kʏsçən]		飞吻；轻吻；小吻〈n.〉
Küste	[kʏstə]		海岸〈n.f.〉
Küstenwache	[kʏstənvaxə]		海岸警备队；海岸警备队队员〈n.f.〉
LKW	[lkv]		卡车〈n.m.〉
Labor	[laːboːɐ]		实验室〈n.〉
Labyrinth	[laːbʏʁɪnt]		迷宫；难解事物；迷路〈n.〉
Lacher	[laxɐ]		笑者；哄笑者；好笑的一边倒比赛〈n.m.〉
Lachs	[laks]		鲑鱼；大麻哈鱼；鲑〈n.m.〉
Laden	[laːdən]		商店〈n.m.〉
Ladung	[laːdʊnk]		载荷；传票〈n.f.〉
Ladyschaft	[laːdʏʃaft]		贵妇身分；夫人；小姐〈n.f.〉
Lage	[laːɡə]		情况；位置〈n.f.〉
Lagebericht	[laːɡəbəʁɪçt]		情形；境遇；位置；情境〈n.m.〉
Lager	[laːɡɐ]		营地；仓库〈n.〉
Lagerfeuer	[laːɡəʁfɔʏɐ]		营火；营火会〈n.〉
Lagerhaus	[laːɡəʁhaʊs]		仓库〈n.〉
Laken	[laːkən]		亚麻布；亚麻线〈n.〉
Lamm	[lam]		小羊；羔羊；产羊羔〈n.〉
Lampe	[lampə]		灯〈n.f.〉
Land	[lant]		国家；土地〈n.〉
Landschaft	[landʃaft]		风景；山水〈n.f.〉
Landstreicher	[landstʁaɪçɐ]		窃贼；撬窃保险箱的盗贼；恶棍；罪犯〈n.m.〉
Landung	[landʊnk]		着陆〈n.f.〉
Landwirtschaft	[landvɪʁt͡ʃaft]		农业；农学〈n.f.〉
Langeweile	[lanɡəvaɪlə]		厌烦；厌倦；令人厌烦的事物〈n.f.〉
Langweiler	[lanɡvaɪlɐ]		乏味的人；令人厌烦的人〈n.m.〉
Lanze	[lant͡sə]		长矛；柳叶刀〈n.f.〉
Lappen	[lapən]		碎布；抹布；碎片〈n.m.〉
Laptop	[laptoːp]		笔记本电脑〈n.m.〉
Lasagne	[laːzaɡnə]		烤宽面条〈n.f.〉
Laser	[laːzɐ]		激光；激光器〈n.m.〉
Last	[last]		负担〈n.f.〉
Laster	[lastɐ]		恶习〈n.〉
Lastwagen	[lastvaɡən]		卡车；货车；载重汽车〈n.m.〉
Latein	[laːtaɪn]		拉丁语〈n.〉
Laterne	[laːtəʁnə]		灯笼；提灯〈n.f.〉
Laune	[laʊnə]		心情〈n.f.〉
Laurie	[laʊʁiː]		劳里〈女子名〉〈n.f.〉
Lautsprecher	[laʊtspʁəçɐ]		扬声器〈n.m.〉
Lava	[laːfa]		熔岩；火山岩；火山石〈n.f.〉
Leb	[leːp]		活；生活（口语词干）〈n.〉
Lebensende	[leːbənzəndə]		结束；终点；目标〈n.〉
Lebensform	[leːbənsfɔʁm]		形状；形体；类型〈n.f.〉
Lebensgefahr	[leːbənsɡəfaːɐ]		危险；威胁；危险物〈n.f.〉
Lebenslauf	[leːbənslaʊf]		课程；学程〈n.m.〉
Lebensmittel	[leːbənsmɪtəl]		食品〈n.〉
Lebensunterhalt	[leːbənzʊntəʁhalt]		生活费；生计〈n.m.〉
Lebensversicherung	[leːbənsfəʁzɪçəʁʊnk]		人寿保险〈n.f.〉
Lebensweise	[leːbənsvaɪzə]		生活方式；生存习性〈n.f.〉
Lebenswerk	[leːbənsvəʁk]		毕生的事业；一生中最重要的工作〈n.〉
Lebenszeichen	[leːbənst͡saɪçən]		符号；招牌；征兆〈n.〉
Lebenszeit	[leːbənst͡saɪt]		一生；终身；寿命〈n.f.〉
Leber	[leːbɐ]		肝脏〈n.f.〉
Lebewesen	[leːbəvəzən]		生物〈n.〉
