abaisser	[abese]		降低；放下〈v.〉
drogue	[dʁɔg]		毒品〈n.f.〉
droguer	[dʁoge]		使吸毒；下药〈v.〉
drogué	[dʁoge]		吸毒者；上瘾的人〈n.m.〉
droit	[dʁwa]		权利；法律；右边〈n.m.〉
droite	[dʁwat]		右边；右侧〈n.f.〉
drôle	[dʁol]		好笑的；滑稽的；古怪的〈adj.〉
drôlement	[dʁoləmɑ̃]		古怪地；非常〈adv.〉
du	[dy]		一些（缩合冠词）〈art.〉
duc	[dyk]		公爵〈n.m.〉
duel	[dɥɛl]		决斗；较量〈n.m.〉
dune	[dyn]		沙丘〈n.f.〉
duo	[dɥo]		二重奏；二人组〈n.m.〉
dupe	[dyp]		受骗的；上当者〈adj.〉
duper	[dype]		欺骗〈v.〉
duquel	[dykɛl]		从其中；关于那个（用于关系从句）〈pron.〉
dur	[dyʁ]		硬的；艰难的；艰苦的〈adj.〉
durant	[dyʁɑ̃]		在…期间〈prép.〉
durement	[dyʁəmɑ̃]		严厉地；艰苦地〈adv.〉
durer	[dyʁe]		持续；延续〈v.〉
durée	[dyʁe]		持续时间；期限〈n.f.〉
dynamique	[dinamik]		有活力的；动态的〈adj.〉
dynamite	[dinamit]		炸药〈n.f.〉
dynastie	[dinasti]		王朝；朝代〈n.f.〉
dès	[dɛ]		从…起〈prép.〉
dé	[de]		骰子；色子〈n.m.〉
déballer	[debale]		拆包；抖出（秘密）〈v.〉
débarquement	[debaʁkəmɑ̃]		登陆；下船〈n.m.〉
débarquer	[debaʁke]		下船；突然出现〈v.〉
débarras	[debaʁa]		储藏室；杂物间〈n.m.〉
débarrasser	[debaʁase]		收拾；清除；摆脱〈v.〉
débat	[deba]		辩论；争论〈n.m.〉
débattre	[debatʁ]		辩论；挣扎〈v.〉
débauche	[deboʃ]		放纵；放荡〈n.f.〉
débile	[debil]		智力低下的；差劲的〈adj.〉
débloquer	[debloke]		解锁；疏通；解冻〈v.〉
déborder	[debɔʁde]		溢出；超出〈v.〉
déboucher	[debuʃe]		疏通；通向〈v.〉
débrancher	[debʁɑ̃ʃe]		拔掉插头；切断电源〈v.〉
débris	[debʁi]		碎片；残骸〈n.m.〉
débrouiller	[debʁuje]		（自行）应付；搞定〈v.〉
début	[deby]		开始；开头〈n.m.〉
débutant	[debytɑ̃]		初学者〈n.m.〉
débuter	[debyte]		开始；起步〈v.〉
décamper	[dekɑ̃pe]		溜走；开溜（口语）〈v.〉
décapiter	[dekapite]		斩首〈v.〉
décembre	[desɑ̃bʁ]		十二月〈n.m.〉
décence	[desɑ̃s]		体面；正派〈n.f.〉
décennie	[deseni]		十年〈n.f.〉
décent	[desɑ̃]		体面的；像样的〈adj.〉
déception	[desɛpsjɔ̃]		失望；扫兴〈n.f.〉
décerner	[desɛʁne]		颁发；授予〈v.〉
décevoir	[dɛsəvwaʁ]		使失望〈v.〉
décharge	[deʃaʁʒ]		垃圾场；卸货；回执〈n.f.〉
décharger	[deʃaʁʒe]		卸货；卸下〈v.〉
déchaîner	[deʃɛne]		使爆发；激起〈v.〉
déchet	[deʃɛ]		垃圾；废料〈n.m.〉
déchiffrer	[deʃifʁe]		破译；辨认〈v.〉
déchiqueter	[deʃikəte]		撕碎；剁碎〈v.〉
déchirer	[deʃiʁe]		撕裂；撕碎〈v.〉
déchiré	[deʃiʁe]		撕破的；破裂的；痛苦的〈adj.〉
décider	[deside]		决定〈v.〉
décidé	[deside]		果断的；坚决的〈adj.〉
décidément	[desidemɑ̃]		真是（加强语气）〈adv.〉
décimer	[desime]		大批杀害；重创〈v.〉
décisif	[desizif]		决定性的〈adj.〉
décision	[desizjɔ̃]		决定〈n.f.〉
déclaration	[deklaʁasjɔ̃]		声明；申报〈n.f.〉
déclarer	[deklaʁe]		声明；申报〈v.〉
déclencher	[deklɑ̃ʃe]		引发；触发〈v.〉
décliner	[dekline]		谢绝；衰落〈v.〉
déco	[deko]		装饰；布置（口语）〈adj.〉
décoder	[dekode]		解码；破译〈v.〉
décollage	[dekolaʒ]		起飞〈n.m.〉
décoller	[dekole]		起飞；揭开〈v.〉
décommander	[dekomɑ̃de]		取消〈v.〉
décomposer	[dekɔ̃poze]		分解；剖析〈v.〉
décomposition	[dekɔ̃pozisjɔ̃]		分解；腐烂〈n.f.〉
déconnecter	[dekonɛkte]		断开连接；使脱离现实〈v.〉
déconner	[dekone]		胡来；出毛病（口语）〈v.〉
déconseiller	[dekɔ̃seje]		劝阻；不建议〈v.〉
décor	[dekɔʁ]		布景；场景〈n.m.〉
décorateur	[dekoʁatœʁ]		装饰师；布景师〈n.m.〉
décoration	[dekoʁasjɔ̃]		装饰；勋章〈n.f.〉
décorer	[dekoʁe]		装饰；授勋〈v.〉
découper	[dekupe]		切；剪裁；分割〈v.〉
décourager	[dekuʁaʒe]		使泄气；使气馁〈v.〉
découvert	[dekuvɛʁ]		无遮盖的；透支的〈adj.〉
découverte	[dekuvɛʁt]		发现〈n.f.〉
découvrir	[dekuvʁiʁ]		发现；发觉〈v.〉
décret	[dekʁɛ]		法令；政令〈n.m.〉
décrire	[dekʁiʁ]		描述；描写〈v.〉
décrocher	[dekʁoʃe]		摘下；获得〈v.〉
décréter	[dekʁete]		颁布；下令〈v.〉
décès	[desɛ]		死亡〈n.m.〉
décéder	[desede]		去世〈v.〉
décédé	[desede]		去世的；已故的〈adj.〉
dédaigner	[dedeɲe]		蔑视；不屑于做〈v.〉
dédier	[dedje]		奉献；献给〈v.〉
dédommager	[dedomaʒe]		赔偿；补偿〈v.〉
déduire	[dedɥiʁ]		推断；扣除〈v.〉
déesse	[deɛs]		女神〈n.f.〉
défaillance	[defajɑ̃s]		衰竭；昏厥；故障〈n.f.〉
défaire	[defɛʁ]		拆开；解开〈v.〉
défaite	[defɛt]		失败；败仗〈n.f.〉
défaut	[defo]		缺点；缺陷〈n.m.〉
défectueux	[defɛktɥø]		有缺陷的；出故障的〈adj.〉
défendre	[defɑ̃dʁ]		保卫；禁止〈v.〉
défense	[defɑ̃s]		防御；辩护；禁止〈n.f.〉
défenseur	[defɑ̃sœʁ]		保卫者；辩护人〈n.m.〉
défensif	[defɑ̃sif]		防御的；防守的〈adj.〉
défi	[defi]		挑战〈n.m.〉
défier	[defje]		挑战〈v.〉
défigurer	[defigyʁe]		毁容；使变丑〈v.〉
défiler	[defile]		列队行进；接连出现〈v.〉
défilé	[defile]		游行；行列；时装表演〈n.m.〉
définir	[definiʁ]		下定义；确定〈v.〉
définitif	[definitif]		最终的；定局的〈adj.〉
définition	[definisjɔ̃]		定义；清晰度〈n.f.〉
définitivement	[definitivəmɑ̃]		永久地；最终地〈adv.〉
défoncer	[defɔ̃se]		砸穿；撞凹〈v.〉
défoncé	[defɔ̃se]		压塌的；嗑药的（俚语）〈adj.〉
déformer	[defɔʁme]		使变形；歪曲〈v.〉
défouler	[defule]		发泄；尽情释放〈v.〉
défunt	[defœ̃]		亡者；死者〈n.m.〉
dégager	[degaʒe]		清除；挪开；散发〈v.〉
dégainer	[degene]		拔出（枪）〈v.〉
dégommer	[degome]		干掉；击落（口语）〈v.〉
dégonfler	[degɔ̃fle]		放气；使泄气〈v.〉
dégonflé	[degɔ̃fle]		泄气的；胆小鬼（口语）〈n.m.〉
dégoter	[degote]		找到；弄到（口语）〈v.〉
dégoût	[degu]		厌恶；反感〈n.m.〉
dégoûtant	[degutɑ̃]		令人恶心的；讨厌的〈adj.〉
dégoûter	[degute]		使厌恶；使反感〈v.〉
dégrader	[degʁade]		使降级；损坏〈v.〉
déguerpir	[degɛʁpiʁ]		仓皇离开；溜走〈v.〉
dégueu	[degø]		恶心的；龌龊的（口语）〈adj.〉
dégueulasse	[degølas]		恶心的；令人作呕的（粗俗）〈adj.〉
déguisement	[degizəmɑ̃]		化装；伪装服〈n.m.〉
déguiser	[degize]		化装；伪装〈v.〉
déguisé	[degize]		化了装的；伪装的〈adj.〉
déguster	[degyste]		品尝；细细品味〈v.〉
dégât	[dega]		损害；损失〈n.m.〉
dégénérer	[deʒeneʁe]		退化；恶化；堕落〈v.〉
dégénéré	[deʒeneʁe]		堕落的；蜕化变质者〈n.m.〉
déjeuner	[deʒœne]		午餐；吃午饭〈n.m.〉
déjouer	[deʒwe]		挫败；识破〈v.〉
déjà	[deʒa]		已经〈adv.〉
délai	[delɛ]		期限；延误〈n.m.〉
délaisser	[delese]		冷落；弃置〈v.〉
délibérer	[delibeʁe]		审议；商议〈v.〉
délibérément	[delibeʁemɑ̃]		故意地；蓄意地〈adv.〉
délicat	[delika]		精致的；微妙的；娇嫩的〈adj.〉
délicatesse	[delikatɛs]		体贴；精致〈n.f.〉
délice	[delis]		乐事；极大的快乐〈n.m.〉
délicieux	[delisjø]		美味的；怡人的〈adj.〉
délier	[delje]		解开；松开〈v.〉
délinquant	[delɛ̃kɑ̃]		违法者；罪犯〈n.m.〉
délirant	[deliʁɑ̃]		疯狂的；荒诞的〈adj.〉
délire	[deliʁ]		胡话；狂热〈n.m.〉
délirer	[deliʁe]		胡言乱语；发狂〈v.〉
délit	[deli]		轻罪；违法行为〈n.m.〉
délivrer	[delivʁe]		解救；颁发〈v.〉
déluge	[delyʒ]		洪水；倾盆大雨〈n.m.〉
délégation	[delegasjɔ̃]		代表团；授权〈n.f.〉
délégué	[delege]		代表〈n.m.〉
démanger	[demɑ̃ʒe]		发痒〈v.〉
démarche	[demaʁʃ]		步态；做法；步骤〈n.f.〉
démarrer	[demaʁe]		启动；开动〈v.〉
démasquer	[demaske]		揭穿；识破〈v.〉
démence	[demɑ̃s]		痴呆；疯癫〈n.f.〉
démener	[demne]		（自己）卖力；拼命干〈v.〉
démentir	[demɑ̃tiʁ]		揭穿；与…相悖〈v.〉
démerder	[demɛʁde]		（自行）摆脱麻烦（粗口语）〈v.〉
démission	[demisjɔ̃]		辞职〈n.f.〉
démissionner	[demisjone]		辞职〈v.〉
démocrate	[demokʁat]		民主人士〈n.〉
démocratie	[demokʁasi]		民主〈n.f.〉
démocratique	[demokʁatik]		民主的〈adj.〉
démolir	[demoliʁ]		拆毁；摧毁〈v.〉
démon	[demɔ̃]		恶魔；魔鬼〈n.m.〉
démoniaque	[demonjak]		魔鬼般的；凶恶的〈adj.〉
démonstration	[demɔ̃stʁasjɔ̃]		演示；证明〈n.f.〉
démonter	[demɔ̃te]		拆卸；拆开〈v.〉
démontrer	[demɔ̃tʁe]		论证；证明〈v.〉
déménagement	[demenaʒəmɑ̃]		搬家〈n.m.〉
déménager	[demenaʒe]		搬家〈v.〉
dénicher	[deniʃe]		找出；发掘〈v.〉
dénommé	[denome]		名叫某某的〈n.m.〉
dénoncer	[denɔ̃se]		告发；揭露〈v.〉
dépanner	[depane]		救急；帮忙解围〈v.〉
départ	[depaʁ]		出发；离开〈n.m.〉
département	[depaʁtəmɑ̃]		省；部门〈n.m.〉
dépasser	[depase]		超过；越过〈v.〉
dépeindre	[depɛ̃dʁ]		描绘；刻画〈v.〉
dépendance	[depɑ̃dɑ̃s]		依赖；毒瘾；附属建筑〈n.f.〉
dépendre	[depɑ̃dʁ]		取决于〈v.〉
dépens	[depɑ̃]		花费；负担〈n.m.〉
dépense	[depɑ̃s]		开支；花费〈n.f.〉
dépenser	[depɑ̃se]		花费；花钱〈v.〉
dépit	[depi]		恼火；懊恼〈n.m.〉
déplacement	[deplasəmɑ̃]		移动；出行〈n.m.〉
déplacer	[deplase]		移动；挪动〈v.〉
déplacé	[deplase]		不恰当的；不合时宜的〈adj.〉
déplaire	[deplɛʁ]		使不悦〈v.〉
déplaisant	[deplɛzɑ̃]		令人不快的〈adj.〉
déplorer	[deploʁe]		痛惜；谴责〈v.〉
déployer	[deplwaje]		部署；施展〈v.〉
déporter	[depɔʁte]		流放；遣送〈v.〉
déporté	[depɔʁte]		被流放者；被押送者〈n.m.〉
déposer	[depoze]		放下；存放；提交〈v.〉
déposition	[depozisjɔ̃]		证词；陈述〈n.f.〉
dépouiller	[depuje]		剥夺；洗劫〈v.〉
dépression	[depʁesjɔ̃]		抑郁；萧条〈n.f.〉
déprimant	[depʁimɑ̃]		令人沮丧的〈adj.〉
déprimer	[depʁime]		使沮丧；消沉〈v.〉
déprimé	[depʁime]		沮丧的；抑郁的〈adj.〉
député	[depyte]		议员〈n.m.〉
dépêche	[depɛʃ]		快讯；急件〈n.f.〉
dépêcher	[depeʃe]		赶紧；催促〈v.〉
dépôt	[depo]		存放；仓库；沉积物〈n.m.〉
dérailler	[deʁaje]		出轨；出毛病（口语）〈v.〉
dérangement	[deʁɑ̃ʒəmɑ̃]		打扰；麻烦〈n.m.〉
déranger	[deʁɑ̃ʒe]		打扰；麻烦〈v.〉
dérangé	[deʁɑ̃ʒe]		被打乱的；精神失常的〈adj.〉
déraper	[deʁape]		打滑；失控〈v.〉
dérive	[deʁiv]		漂移；偏离〈n.f.〉
dériver	[deʁive]		漂流；源自〈v.〉
dérober	[deʁobe]		偷窃；掩饰〈v.〉
dérouler	[deʁule]		展开；（事件）进行〈v.〉
désaccord	[dezakɔʁ]		分歧；不一致〈n.m.〉
désactiver	[dezaktive]		停用；使失效〈v.〉
désagréable	[dezagʁeabl]		令人不快的〈adj.〉
désamorcer	[dezamɔʁse]		拆除引信；化解〈v.〉
désapprouver	[dezapʁuve]		不赞成；反对〈v.〉
désarmer	[dezaʁme]		缴械；解除武装〈v.〉
désastre	[dezastʁ]		灾难；惨败〈n.m.〉
désastreux	[dezastʁø]		灾难性的；糟糕的〈adj.〉
désert	[dezɛʁ]		沙漠〈n.m.〉
déserter	[dezɛʁte]		开小差；擅离〈v.〉
déserteur	[dezɛʁtœʁ]		逃兵〈n.m.〉
désespoir	[dezɛspwaʁ]		绝望〈n.m.〉
désespérer	[dezɛspeʁe]		使绝望；绝望〈v.〉
désespéré	[dezɛspeʁe]		绝望的〈adj.〉
désespérément	[dezɛspeʁemɑ̃]		绝望地；极度地〈adv.〉
déshabiller	[dezabije]		脱去衣服〈v.〉
déshonneur	[dezonœʁ]		耻辱〈n.m.〉
déshonorer	[dezonoʁe]		羞辱；玷污〈v.〉
désigner	[deziɲe]		指定；指明；任命〈v.〉
désinfecter	[dezɛ̃fɛkte]		消毒〈v.〉
désir	[deziʁ]		欲望；愿望〈n.m.〉
désirer	[deziʁe]		渴望；想要〈v.〉
désobéir	[dezobeiʁ]		违抗；不服从〈v.〉
désoler	[dezole]		使难过；（常用）抱歉〈v.〉
désolé	[dezole]		抱歉的；遗憾的〈adj.〉
désordre	[dezɔʁdʁ]		混乱；杂乱〈n.m.〉
désormais	[dezɔʁmɛ]		从今以后〈adv.〉
détacher	[detaʃe]		解开；使分开〈v.〉
détaché	[detaʃe]		分开的；松开的〈adj.〉
détail	[detaj]		细节〈n.m.〉
détailler	[detaje]		切碎；细述〈v.〉
détecter	[detɛkte]		探测；察觉〈v.〉
détecteur	[detɛktœʁ]		探测器〈n.m.〉
détective	[detɛktiv]		侦探〈n.〉
détendre	[detɑ̃dʁ]		使放松；松开〈v.〉
détendu	[detɑ̃dy]		放松的；缓和的〈adj.〉
détenir	[dɛtəniʁ]		持有；掌握〈v.〉
détente	[detɑ̃t]		放松；缓和〈n.f.〉
détention	[detɑ̃sjɔ̃]		拘押；监禁；持有〈n.f.〉
détenu	[dɛtəny]		囚犯；在押人员〈n.m.〉
détermination	[detɛʁminasjɔ̃]		决心；确定〈n.f.〉
déterminer	[detɛʁmine]		确定；查明〈v.〉
déterminé	[detɛʁmine]		坚决的；果断的〈adj.〉
déterrer	[deteʁe]		挖出；翻出〈v.〉
détester	[detɛste]		讨厌；憎恶〈v.〉
détonateur	[detonatœʁ]		雷管；起爆器〈n.m.〉
détour	[detuʁ]		绕道；弯路〈n.m.〉
détournement	[detuʁnəmɑ̃]		挪用；劫持；歪曲〈n.m.〉
détourner	[detuʁne]		使改道；挪用；转移〈v.〉
détraquer	[detʁake]		使失灵；使紊乱〈v.〉
détresse	[detʁɛs]		痛苦；危难〈n.f.〉
détroit	[detʁwa]		海峡〈n.m.〉
détromper	[detʁɔ̃pe]		使醒悟；消除误解〈v.〉
détruire	[detʁɥiʁ]		摧毁；破坏〈v.〉
dévaliser	[devalize]		抢劫；入室盗窃〈v.〉
dévaster	[devaste]		蹂躏；毁坏〈v.〉
développement	[devəlɔpəmɑ̃]		发展；发育〈n.m.〉
développer	[devəlope]		发展；开发〈v.〉
développé	[devəlope]		发达的；展开的〈adj.〉
dévier	[devje]		偏离；使转向〈v.〉
dévoiler	[devwale]		揭露；透露〈v.〉
dévorer	[devoʁe]		吞食；狼吞虎咽〈v.〉
dévotion	[devosjɔ̃]		虔诚；热忱〈n.f.〉
dévouement	[devumɑ̃]		奉献；献身精神〈n.m.〉
dévouer	[devwe]		献身；奉献〈v.〉
dévoué	[devwe]		尽职的；忠心的〈adj.〉
déçu	[desy]		失望的〈adj.〉
dîner	[dine]		晚饭；正餐〈n.m.〉
dû	[dy]		应付的；应得的〈adj.〉
e-mail	[imɛjl]		电子邮件〈n.m.〉
eau	[o]		水；水域〈n.f.〉
eau-de-vie	[odəvi]		烧酒；烈酒〈n.f.〉
ecstasy	[ɛkstazi]		摇头丸；迷狂〈n.m.〉
effacer	[efase]		擦掉；抹去〈v.〉
effectif	[efɛktif]		人员总数；编制〈n.m.〉
effectivement	[efɛktivəmɑ̃]		的确；确实〈adv.〉
effectuer	[efɛktɥe]		进行；实施〈v.〉
effet	[efɛ]		效果；影响〈n.m.〉
efficace	[efikas]		有效的〈adj.〉
efficacité	[efikasite]		有效性；功效〈n.f.〉
effleurer	[eflœʁe]		掠过；轻触〈v.〉
effondrer	[efɔ̃dʁe]		（使）倒塌；崩溃〈v.〉
efforcer	[efɔʁse]		努力；尽力〈v.〉
effort	[efɔʁ]		努力〈n.m.〉
effraction	[efʁaksjɔ̃]		破门闯入；非法侵入〈n.f.〉
effrayant	[efʁɛjɑ̃]		吓人的；骇人的〈adj.〉
effrayer	[efʁɛje]		使惊恐；吓唬〈v.〉
effrayé	[efʁɛje]		受惊的；惊恐的〈adj.〉
effroi	[efʁwa]		恐惧；惊骇〈n.m.〉
effroyable	[efʁwajabl]		可怕的；骇人的〈adj.〉
ego	[ego]		自我；自负〈n.m.〉
elfe	[ɛlf]		精灵〈n.m.〉
elle	[ɛl]		她；它〈pron.〉
elle-même	[ɛlmɛm]		她自己〈pron.〉
elles	[ɛl]		她们；它们〈pron.〉
emballage	[ɑ̃balaʒ]		包装；包装材料〈n.m.〉
emballer	[ɑ̃bale]		包装；包起来〈v.〉
embarquement	[ɑ̃baʁkəmɑ̃]		登机；装载〈n.m.〉
embarquer	[ɑ̃baʁke]		上船；装载〈v.〉
embarras	[ɑ̃baʁa]		尴尬；窘迫；麻烦〈n.m.〉
embarrassant	[ɑ̃baʁasɑ̃]		令人尴尬的〈adj.〉
embarrasser	[ɑ̃baʁase]		使尴尬；使为难〈v.〉
embarrassé	[ɑ̃baʁase]		尴尬的；为难的〈adj.〉
embauche	[ɑ̃boʃ]		雇用；招聘〈n.f.〉
embaucher	[ɑ̃boʃe]		雇用〈v.〉
embaumer	[ɑ̃bome]		散发香气；涂防腐香料〈v.〉
embellir	[ɑ̃beliʁ]		美化；增色〈v.〉
embobiner	[ɑ̃bobine]		哄骗；缠磨（口语）〈v.〉
embouteillage	[ɑ̃butɛjaʒ]		堵车〈n.m.〉
embraser	[ɑ̃bʁaze]		点燃；照亮〈v.〉
embrasse	[ɑ̃bʁas]		吻；亲吻〈n.f.〉
embrasser	[ɑ̃bʁase]		拥抱；亲吻〈v.〉
embrouille	[ɑ̃bʁuj]		纠纷；乱子（口语）〈n.f.〉
embrouiller	[ɑ̃bʁuje]		搞乱；使混乱〈v.〉
embuscade	[ɑ̃byskad]		埋伏〈n.f.〉
embêtant	[ɑ̃bɛtɑ̃]		烦人的〈adj.〉
embêter	[ɑ̃bete]		打扰；使厌烦〈v.〉
emmener	[ɑ̃məne]		带走；带（人）去〈v.〉
emmerde	[ɑ̃mɛʁd]		麻烦；烦心事（粗俗）〈n.f.〉
emmerder	[ɑ̃mɛʁde]		使厌烦（粗俗）〈v.〉
emmerdeur	[ɑ̃mɛʁdœʁ]		讨厌鬼（粗俗）〈n.m.〉
emménager	[ɑ̃menaʒe]		搬入（新居）〈v.〉
emparer	[ɑ̃paʁe]		夺取；抢占〈v.〉
empereur	[ɑ̃pəʁœʁ]		皇帝〈n.m.〉
empester	[ɑ̃pɛste]		发臭；臭气弥漫〈v.〉
empire	[ɑ̃piʁ]		帝国〈n.m.〉
empirer	[ɑ̃piʁe]		恶化〈v.〉
emplacement	[ɑ̃plasəmɑ̃]		位置；场所〈n.m.〉
emplir	[ɑ̃pliʁ]		装满；填满〈v.〉
emploi	[ɑ̃plwa]		工作；职业；用途〈n.m.〉
employer	[ɑ̃plwaje]		使用；雇用〈v.〉
employeur	[ɑ̃plwajœʁ]		雇主〈n.m.〉
employé	[ɑ̃plwaje]		雇员；员工〈n.m.〉
empocher	[ɑ̃poʃe]		放进口袋；赚得〈v.〉
empoisonner	[ɑ̃pwazone]		毒杀；下毒〈v.〉
emporter	[ɑ̃pɔʁte]		带走；拿走〈v.〉
empreinte	[ɑ̃pʁɛ̃t]		印记；足迹；指纹〈n.f.〉
emprise	[ɑ̃pʁiz]		支配；控制〈n.f.〉
emprisonner	[ɑ̃pʁizone]		监禁；关押〈v.〉
emprunt	[ɑ̃pʁœ̃]		借款；借词〈n.m.〉
emprunter	[ɑ̃pʁœ̃te]		借入；借用〈v.〉
empêcher	[ɑ̃peʃe]		阻止；妨碍〈v.〉
en	[ɑ̃]		在……里；在……期间〈prép.〉
encadrer	[ɑ̃kadʁe]		指导；监督；加框〈v.〉
encaisser	[ɑ̃kese]		收款；承受〈v.〉
enceinte	[ɑ̃sɛ̃t]		怀孕的〈adj.〉
encens	[ɑ̃sɑ̃]		香；熏香〈n.m.〉
encercler	[ɑ̃sɛʁkle]		包围〈v.〉
enchanter	[ɑ̃ʃɑ̃te]		使陶醉；使欣喜〈v.〉
enchanté	[ɑ̃ʃɑ̃te]		很高兴认识你（客套）〈adj.〉
enchaîner	[ɑ̃ʃene]		接连进行；锁住〈v.〉
enchère	[ɑ̃ʃɛʁ]		拍卖〈n.f.〉
enclencher	[ɑ̃klɑ̃ʃe]		启动；触发〈v.〉
enclin	[ɑ̃klɛ̃]		倾向于……的〈adj.〉
enclos	[ɑ̃klo]		围场；圈地〈n.m.〉
encombrer	[ɑ̃kɔ̃bʁe]		塞满；妨碍〈v.〉
encore	[ɑ̃kɔʁ]		还；再；仍然〈adv.〉
encouragement	[ɑ̃kuʁaʒəmɑ̃]		鼓励；鼓舞〈n.m.〉
encourager	[ɑ̃kuʁaʒe]		鼓励〈v.〉
encre	[ɑ̃kʁ]		墨水〈n.f.〉
enculer	[ɑ̃kyle]		鸡奸（粗俗）〈v.〉
endommager	[ɑ̃domaʒe]		损坏；毁损〈v.〉
endommagé	[ɑ̃domaʒe]		损坏的〈adj.〉
endormi	[ɑ̃dɔʁmi]		睡着的〈adj.〉
endormir	[ɑ̃dɔʁmiʁ]		使入睡；哄睡〈v.〉
endosser	[ɑ̃dose]		承担；背书〈v.〉
endroit	[ɑ̃dʁwa]		地方；地点〈n.m.〉
endurer	[ɑ̃dyʁe]		忍受；耐受〈v.〉
enfance	[ɑ̃fɑ̃s]		童年〈n.f.〉
enfant	[ɑ̃fɑ̃]		孩子；儿童〈n.〉
enfantin	[ɑ̃fɑ̃tɛ̃]		孩子的；极其简单的〈adj.〉
enfer	[ɑ̃fɛʁ]		地狱〈n.m.〉
enfermer	[ɑ̃fɛʁme]		关起来；监禁〈v.〉
enfermé	[ɑ̃fɛʁme]		被关的；封闭的〈adj.〉
enfiler	[ɑ̃file]		穿上；串起〈v.〉
enfin	[ɑ̃fɛ̃]		终于；到底；总之〈adv.〉
enflammer	[ɑ̃flame]		点燃；使激昂〈v.〉
enflammé	[ɑ̃flame]		燃烧的；红肿的；激昂的〈adj.〉
enfler	[ɑ̃fle]		肿胀；鼓起〈v.〉
enflure	[ɑ̃flyʁ]		肿胀；肿处〈n.f.〉
enfoiré	[ɑ̃fwaʁe]		混蛋（粗俗）〈n.m.〉
enfoncer	[ɑ̃fɔ̃se]		钉入；塞进；撞入〈v.〉
enfouir	[ɑ̃fwiʁ]		埋；埋藏〈v.〉
enfreindre	[ɑ̃fʁɛ̃dʁ]		违反；触犯〈v.〉
enfuir	[ɑ̃fɥiʁ]		逃走；逃跑〈v.〉
engagement	[ɑ̃gaʒəmɑ̃]		承诺；约定；投入〈n.m.〉
engager	[ɑ̃gaʒe]		雇用；着手；承诺〈v.〉
engagé	[ɑ̃gaʒe]		已占线的；已承诺的；有立场的〈adj.〉
engendrer	[ɑ̃ʒɑ̃dʁe]		引起；产生〈v.〉
engin	[ɑ̃ʒɛ̃]		装置；器械〈n.m.〉
engloutir	[ɑ̃glutiʁ]		吞没；吞噬〈v.〉
engrais	[ɑ̃gʁɛ]		肥料〈n.m.〉
engraisser	[ɑ̃gʁese]		养肥；长胖；牟利〈v.〉
engueuler	[ɑ̃gøle]		责骂（粗俗）〈v.〉
enivrer	[ɑ̃nivʁe]		使醉；使陶醉〈v.〉
enjeu	[ɑ̃ʒø]		赌注；利害关系〈n.m.〉
enlacer	[ɑ̃lase]		拥抱；搂抱〈v.〉
enlever	[ɑ̃ləve]		拿掉；脱下；除去〈v.〉
enlèvement	[ɑ̃lɛvəmɑ̃]		绑架；劫持〈n.m.〉
ennemi	[ɛnəmi]		敌人；仇敌〈n.m.〉
ennui	[ɑ̃nɥi]		无聊；烦恼〈n.m.〉
ennuyer	[ɑ̃nɥije]		使厌烦；使无聊〈v.〉
ennuyeux	[ɑ̃nɥijø]		无聊的；烦人的〈adj.〉
enquête	[ɑ̃kɛt]		调查〈n.f.〉
enquêter	[ɑ̃kete]		调查；侦查〈v.〉
enquêteur	[ɑ̃kɛtœʁ]		调查员；侦探〈n.m.〉
enrager	[ɑ̃ʁaʒe]		暴怒；恼火〈v.〉
enragé	[ɑ̃ʁaʒe]		狂怒的；患狂犬病的〈adj.〉
enregistrement	[ɑ̃ʁəʒistʁəmɑ̃]		登记；录音〈n.m.〉
enregistrer	[ɑ̃ʁəʒistʁe]		登记；录制〈v.〉
enrhumer	[ɑ̃ʁyme]		（自己）感冒〈v.〉
enrichir	[ɑ̃ʁiʃiʁ]		使富裕；充实〈v.〉
enrouler	[ɑ̃ʁule]		卷；缠绕〈v.〉
enseignant	[ɑ̃sɛɲɑ̃]		教师〈n.m.〉
enseigne	[ɑ̃sɛɲ]		招牌；军旗；少尉〈n.〉
enseignement	[ɑ̃sɛɲəmɑ̃]		教学；教育〈n.m.〉
enseigner	[ɑ̃seɲe]		教；讲授〈v.〉
ensemble	[ɑ̃sɑ̃bl]		一起；共同〈adv.〉
